Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"desc_cart = getText(findTestObject(""Name Products/Deskripsi Barang""))",Edge Chromium 116,,,2023-08-31 10:54:54,2023-08-31 10:54:54,"0,355s",PASSED
"price_cart = getText(findTestObject(""Name Products/Harga Barang""))",Edge Chromium 116,,,2023-08-31 10:54:54,2023-08-31 10:54:55,"0,362s",PASSED
"click(findTestObject(""Keranjang/a_Swag Labs_shopping_cart_link""))",Edge Chromium 116,,,2023-08-31 10:54:55,2023-08-31 10:54:55,"0,413s",PASSED
"name_product = data.get(""nama_barang"")",Edge Chromium 116,,,2023-08-31 10:54:55,2023-08-31 10:54:55,"0,000s",PASSED
"desc_product = data.get(""deskrispi_barang"")",Edge Chromium 116,,,2023-08-31 10:54:55,2023-08-31 10:54:55,"0,001s",PASSED
"price_product = data.get(""price_barang"")",Edge Chromium 116,,,2023-08-31 10:54:55,2023-08-31 10:54:55,"0,000s",PASSED
assert name_product == name_cart,Edge Chromium 116,,,2023-08-31 10:54:55,2023-08-31 10:54:55,"0,000s",PASSED
assert desc_product == desc_cart,Edge Chromium 116,,,2023-08-31 10:54:55,2023-08-31 10:54:55,"0,000s",PASSED
assert price_product == price_cart,Edge Chromium 116,,,2023-08-31 10:54:55,2023-08-31 10:54:55,"0,000s",PASSED
return data,Edge Chromium 116,,,2023-08-31 10:54:55,2023-08-31 10:54:55,"0,000s",PASSED
,,,,,,,
Test Cases/Keranjang/TC-Cart-Show-003,Edge Chromium 116,"User can access cart page after ""add to cart"" 2 products",,2023-08-31 10:54:55,2023-08-31 10:55:11,"15,554s",PASSED
"data = callTestCase(findTestCase(""Products/TC-Product-AddCart-002""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-31 10:54:55,2023-08-31 10:55:09,"13,534s",PASSED
"click(findTestObject(""Keranjang/a_Swag Labs_shopping_cart_link""))",Edge Chromium 116,,,2023-08-31 10:55:09,2023-08-31 10:55:09,"0,398s",PASSED
"sourceProductTitleList = findWebElements(findTestObject(""Object Repository/Barang 1/Barang add to cart 2/Nama 2 barang""), 10)",Edge Chromium 116,,,2023-08-31 10:55:09,2023-08-31 10:55:10,"0,455s",PASSED
"sourceProductDescList = findWebElements(findTestObject(""Object Repository/Barang 1/Barang add to cart 2/Deskripsi 2 barang""), 10)",Edge Chromium 116,,,2023-08-31 10:55:10,2023-08-31 10:55:10,"0,348s",PASSED
"sourceProductPriceList = findWebElements(findTestObject(""Object Repository/Barang 1/Barang add to cart 2/Harga 2 barang""), 10)",Edge Chromium 116,,,2023-08-31 10:55:10,2023-08-31 10:55:11,"0,384s",PASSED
